shotID,arenaAdjustedShotDistance,arenaAdjustedXCord,arenaAdjustedXCordABS,arenaAdjustedYCord,arenaAdjustedYCordAbs,averageRestDifference,awayEmptyNet,awayPenalty1Length,awayPenalty1TimeLeft,awaySkatersOnIce,awayTeamCode,awayTeamGoals,defendingTeamAverageTimeOnIce,defendingTeamAverageTimeOnIceOfDefencemen,defendingTeamAverageTimeOnIceOfDefencemenSinceFaceoff,defendingTeamAverageTimeOnIceOfForwards,defendingTeamAverageTimeOnIceOfForwardsSinceFaceoff,defendingTeamAverageTimeOnIceSinceFaceoff,defendingTeamDefencemenOnIce,defendingTeamForwardsOnIce,defendingTeamMaxTimeOnIce,defendingTeamMaxTimeOnIceOfDefencemen,defendingTeamMaxTimeOnIceOfDefencemenSinceFaceoff,defendingTeamMaxTimeOnIceOfForwards,defendingTeamMaxTimeOnIceOfForwardsSinceFaceoff,defendingTeamMaxTimeOnIceSinceFaceoff,defendingTeamMinTimeOnIce,defendingTeamMinTimeOnIceOfDefencemen,defendingTeamMinTimeOnIceOfDefencemenSinceFaceoff,defendingTeamMinTimeOnIceOfForwards,defendingTeamMinTimeOnIceOfForwardsSinceFaceoff,defendingTeamMinTimeOnIceSinceFaceoff,distanceFromLastEvent,event,game_id,goal,goalieIdForShot,goalieNameForShot,homeEmptyNet,homePenalty1Length,homePenalty1TimeLeft,homeSkatersOnIce,homeTeamCode,homeTeamGoals,homeTeamWon,id,isHomeTeam,isPlayoffGame,lastEventCategory,lastEventShotAngle,lastEventShotDistance,lastEventTeam,lastEventxCord,lastEventxCord_adjusted,lastEventyCord,lastEventyCord_adjusted,location,offWing,period,playerNumThatDidEvent,playerNumThatDidLastEvent,playerPositionThatDidEvent,season,shooterLeftRight,shooterName,shooterPlayerId,shooterTimeOnIce,shooterTimeOnIceSinceFaceoff,shootingTeamAverageTimeOnIce,shootingTeamAverageTimeOnIceOfDefencemen,shootingTeamAverageTimeOnIceOfDefencemenSinceFaceoff,shootingTeamAverageTimeOnIceOfForwards,shootingTeamAverageTimeOnIceOfForwardsSinceFaceoff,shootingTeamAverageTimeOnIceSinceFaceoff,shootingTeamDefencemenOnIce,shootingTeamForwardsOnIce,shootingTeamMaxTimeOnIce,shootingTeamMaxTimeOnIceOfDefencemen,shootingTeamMaxTimeOnIceOfDefencemenSinceFaceoff,shootingTeamMaxTimeOnIceOfForwards,shootingTeamMaxTimeOnIceOfForwardsSinceFaceoff,shootingTeamMaxTimeOnIceSinceFaceoff,shootingTeamMinTimeOnIce,shootingTeamMinTimeOnIceOfDefencemen,shootingTeamMinTimeOnIceOfDefencemenSinceFaceoff,shootingTeamMinTimeOnIceOfForwards,shootingTeamMinTimeOnIceOfForwardsSinceFaceoff,shootingTeamMinTimeOnIceSinceFaceoff,shotAngle,shotAngleAdjusted,shotAnglePlusRebound,shotAnglePlusReboundSpeed,shotAngleReboundRoyalRoad,shotDistance,shotGeneratedRebound,shotGoalieFroze,shotOnEmptyNet,shotPlayContinuedInZone,shotPlayContinuedOutsideZone,shotPlayStopped,shotRebound,shotRush,shotType,shotWasOnGoal,speedFromLastEvent,team,teamCode,time,timeDifferenceSinceChange,timeSinceFaceoff,timeSinceLastEvent,timeUntilNextEvent,xCord,xCordAdjusted,xFroze,xGoal,xPlayContinuedInZone,xPlayContinuedOutsideZone,xPlayStopped,xRebound,xShotWasOnGoal,yCord,yCordAdjusted
88,36,-59,59,-19,19,28.1,0,120,15,4,PIT,0,16.5,16.5,16.5,16.5,16.5,16.5,2,2,17,17,17,17,17,17,16,16,16,16,16,16,55.22680509,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,15,1,0,GIVE,0,0,HOME,-18,18,18,-18,AWAYZONE,0,1,13,0,L,2025,L,Alexis Lafreniere,8482109,44,44,44.6,62,62,40.25,40.25,44.6,1,4,62,62,62,44,44,62,37,62,62,37,37,37,32.3474435,32.3474435,0,0,0,35.51056181,0,0,0,1,0,0,0,0,SNAP,1,1.127077655,HOME,NYR,164,21,105,49,3,-59,59,0.194168,0.0569793,0.406116,0.281443,0.0228793,0.038414,0.758834,-19,19
89,41,63,63,32,32,-4.6,0,0,0,5,PIT,0,13,13,13,13,13,13,2,3,13,13,13,13,13,13,13,13,13,13,13,13,142.6183719,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,18,0,0,FAC,0,0,HOME,-69,-69,-22,-22,HOMEZONE,1,1,67,0,R,2025,R,Rickard Rakell,8476483,32,13,20.2,12,5.333333333,32.5,13,8.4,3,2,33,33,13,33,13,13,1,1,1,32,13,1,50.90614111,50.90614111,0,0,0,41.23105626,0,0,0,0,1,0,0,0,BACK,1,10.97064399,AWAY,PIT,180,-12,13,13,8,63,63,0.262254,0.00706577,0.380498,0.300264,0.0240525,0.025866,0.730667,32,32
90,67,-32,32,35,35,3.4,0,0,0,5,PIT,0,23.4,37.5,27.5,14,14,19.4,2,3,53,53,33,18,18,33,10,22,22,10,10,10,97.25224933,MISS,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,20,1,0,GIVE,0,0,AWAY,65,-65,42,-42,AWAYZONE,0,1,23,0,D,2025,R,Adam Fox,8479323,7,7,22.8,7.5,7.5,33,33,22.8,2,3,33,8,8,33,33,33,7,7,7,33,33,7,-31.55138495,31.55138495,0,0,0,66.88796603,0,0,0,0,1,0,0,0,SNAP,0,8.104354111,HOME,NYR,200,-3,33,12,67,-32,32,0.216422,0.0114337,0.412808,0.319429,0.0206971,0.0192114,0.696852,35,-35
91,12,-78,78,-4,4,-0.2,0,0,0,5,PIT,0,23,25,25,21.66666667,21.66666667,23,2,3,37,37,37,24,24,37,13,13,13,20,20,13,60.30754513,MISS,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,21,1,0,MISS,-31.55138495,66.88796603,HOME,-32,32,35,-35,AWAYZONE,1,1,93,23,C,2025,R,Mika Zibanejad,8476459,22,22,22.8,27,27,20,20,22.8,2,3,29,29,29,22,22,29,18,25,25,18,18,18,19.98310652,19.98310652,51.53449147,0.769171514,1,11.70469991,0,0,0,1,0,0,0,0,WRIST,0,0.900112614,HOME,NYR,267,5,100,67,8,-78,78,0.118659,0.137083,0.397789,0.231918,0.0233465,0.0912042,0.871917,-4,4
92,30,-59,59,-5,5,6.6,0,0,0,5,PIT,0,25.2,32.5,32.5,20.33333333,20.33333333,25.2,2,3,33,33,33,31,31,33,14,32,32,14,14,14,41.23105626,MISS,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,27,1,0,HIT,0,0,HOME,-91,91,-31,31,AWAYZONE,0,1,84,0,C,2025,L,Adam Edstrom,8481726,38,38,31.8,7,7,48.33333333,48.33333333,31.8,2,3,55,8,8,55,55,55,6,6,6,38,38,6,9.462322208,9.462322208,0,0,0,30.41381265,0,0,0,0,1,0,0,0,TIP,0,20.61552813,HOME,NYR,340,-8,173,2,19,-59,59,0.140737,0.0885089,0.395536,0.303396,0.0323781,0.039443,0.525384,-5,5
93,35,62,62,-23,23,-6.6,0,0,0,5,PIT,0,50.8,26,26,67.33333333,67.33333333,50.8,2,3,74,27,27,74,74,74,25,25,25,57,57,25,122.3315168,MISS,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,28,0,0,MISS,0,0,HOME,-59,-59,-5,-5,HOMEZONE,0,1,65,84,D,2025,R,Erik Karlsson,8474578,52,52,44.2,51.5,51.5,39.33333333,39.33333333,44.2,2,3,52,52,52,50,50,52,33,51,51,33,33,33,-40.42607874,40.42607874,0,0,0,35.4682957,0,0,0,0,1,0,0,0,SNAP,0,6.438500884,AWAY,PIT,359,8,192,19,19,62,62,0.177304,0.0420618,0.375268,0.347109,0.0242017,0.0340552,0.782133,-23,-23
94,52,-54,54,38,38,1.4,0,0,0,5,PIT,0,19.2,20,20,18.66666667,18.66666667,19.2,2,3,25,25,25,20,20,25,15,15,15,18,18,15,123.9112586,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,30,1,0,BLOCK,0,0,AWAY,69,-69,23,-23,AWAYZONE,0,1,17,0,D,2025,R,Will Borgen,8478840,18,18,20.6,20.5,20.5,20.66666667,20.66666667,20.6,2,3,23,23,23,23,23,23,17,18,18,17,17,17,-47.35329687,47.35329687,47.35329687,5.26147743,0,51.66236541,0,0,0,1,0,0,0,0,SNAP,1,13.76791762,HOME,NYR,387,2,220,9,0,-54,54,0.242633,0.0104163,0.383262,0.307613,0.0264056,0.0296692,0.796631,38,-38
95,38,52,52,8,8,0,0,0,0,5,PIT,0,21,21,21,21,21,21,2,3,21,21,21,21,21,21,21,21,21,21,21,21,34.4818793,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,37,0,0,FAC,0,0,HOME,69,69,-22,-22,HOMEZONE,1,1,67,0,R,2025,R,Rickard Rakell,8476483,21,21,21,21,21,21,21,21,2,3,21,21,21,21,21,21,21,21,21,21,21,21,12.20046873,12.20046873,0,0,0,37.85498646,0,0,0,1,0,0,0,0,WRIST,1,1.641994252,AWAY,PIT,425,0,21,21,3,52,52,0.165098,0.0337795,0.441761,0.29657,0.0199031,0.0428872,0.649258,8,8
96,63,-26,26,2,2,-5,0,0,0,5,PIT,0,20,33.5,33.5,11,11,20,2,3,34,34,34,15,15,34,9,33,33,9,9,9,33.52610923,MISS,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,46,1,0,GIVE,0,0,AWAY,-36,36,-30,30,AWAYZONE,1,1,18,0,D,2025,L,Urho Vaakanainen,8480001,17,17,15,16,16,14.33333333,14.33333333,15,2,3,17,17,17,16,16,17,11,15,15,11,11,11,-1.818302964,1.818302964,0,0,0,63.03173804,1,0,0,0,0,0,0,0,SLAP,0,4.789444176,HOME,NYR,587,2,134,7,1,-26,26,0.172412,0.0211234,0.412801,0.345498,0.0204223,0.0277422,0.681026,2,-2
97,7.615773106,-82,82,-3,3,-5,0,0,0,5,PIT,0,21,34.5,34.5,12,12,21,2,3,35,35,35,16,16,35,10,34,34,10,10,10,56.22277119,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,47,1,0,MISS,-1.818302964,63.03173804,HOME,-26,26,2,-2,AWAYZONE,0,1,13,18,L,2025,L,Alexis Lafreniere,8482109,12,12,16,17,17,15.33333333,15.33333333,16,2,3,18,18,18,17,17,18,12,16,16,12,12,12,23.19859051,23.19859051,25.01689348,25.01689348,1,7.615773106,0,0,0,1,0,0,1,0,WRIST,1,56.22277119,HOME,NYR,588,2,135,1,16,-82,82,0.28738,0.306941,0.168561,0.107029,0.0314708,0.0986184,0.96019,-3,3
98,43,-50,50,19,19,-16.2,0,0,0,5,PIT,0,36.6,47,47,29.66666667,29.66666667,36.6,2,3,48,48,48,32,32,48,27,46,46,27,27,27,87.14355972,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,52,1,0,GIVE,0,0,AWAY,37,-37,24,-24,AWAYZONE,0,1,93,0,C,2025,R,Mika Zibanejad,8476459,26,26,20.4,10.5,10.5,27,27,20.4,2,3,32,11,11,32,32,32,10,10,10,23,23,10,-25.97439396,25.97439396,0,0,0,43.38202393,0,0,0,0,1,0,0,0,SNAP,1,5.446472482,HOME,NYR,665,-17,212,16,6,-50,50,0.194953,0.0281775,0.428683,0.293202,0.022324,0.0326605,0.717839,19,-19
99,9.219544457,-80,80,2,2,-3.4,0,0,0,5,PIT,0,10.8,12,12,10,10,10.8,2,3,13,13,13,12,12,13,9,11,11,9,9,9,37,MISS,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,54,1,0,HIT,0,0,HOME,-68,68,37,-37,AWAYZONE,1,1,43,0,L,2025,L,Conor Sheary,8477839,10,10,7.4,1.5,1.5,11.33333333,11.33333333,7.4,2,3,14,3,3,14,14,14,0,0,0,10,10,0,-12.52880771,12.52880771,0,0,0,9.219544457,0,0,0,0,1,0,0,0,WRIST,0,2.846153846,HOME,NYR,684,-9,231,13,42,-80,80,0.138257,0.120589,0.393985,0.215887,0.0195065,0.111776,0.924351,2,-2
100,58,-36,36,24,24,0.4,0,0,0,5,PIT,0,12,15.5,15.5,9.666666667,9.666666667,12,2,3,16,16,16,10,10,16,9,15,15,9,9,9,56.43580424,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,62,1,0,TAKE,0,0,HOME,20,-20,31,-31,AWAYZONE,0,1,4,0,D,2025,R,Braden Schneider,8482073,9,9,12.4,10,10,14,14,12.4,2,3,16,11,11,16,16,16,9,9,9,12,12,9,-24.36245302,24.36245302,0,0,0,58.18075283,0,0,0,0,1,0,0,0,SLAP,1,3.527237765,HOME,NYR,843,0,390,16,27,-36,36,0.179776,0.0140088,0.436594,0.312989,0.0194503,0.0371815,0.676247,24,-24
101,42,53,53,22,22,-0.6,0,0,0,5,PIT,0,31,22,22,37,37,31,2,3,40,39,39,40,40,40,5,5,5,35,35,5,74.20242584,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,65,0,0,HIT,0,0,HOME,8,8,-37,-37,HOMEZONE,0,1,82,0,D,2025,L,Caleb Jones,8478452,20,20,30.4,20,20,37.33333333,37.33333333,30.4,2,3,38,20,20,38,38,38,20,20,20,36,36,20,31.42956561,31.42956561,0,0,0,42.19004622,0,0,0,1,0,0,0,0,SNAP,1,3.533448849,AWAY,PIT,923,15,470,21,11,53,53,0.214024,0.0322343,0.39716,0.300411,0.0215623,0.0346082,0.760814,22,22
102,15,75,75,5,5,-0.6,0,0,0,5,PIT,0,44,35,35,50,50,44,2,3,53,52,52,53,53,53,18,18,18,48,48,18,28.01785145,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,67,0,0,BLOCK,0,0,AWAY,59,59,-18,-18,HOMEZONE,1,1,53,0,R,2025,R,Philip Tomasino,8481577,51,51,43.4,33,33,50.33333333,50.33333333,43.4,2,3,51,33,33,51,51,51,33,33,33,49,49,33,19.65382406,19.65382406,0,0,0,14.86606875,0,1,0,0,0,0,0,0,WRIST,1,14.00892573,AWAY,PIT,936,15,483,2,0,75,75,0.181239,0.264419,0.231577,0.196868,0.0298834,0.0960137,0.893864,5,5
103,19,-70,70,-3,3,0,0,0,0,5,PIT,0,32,32,32,32,32,32,2,3,32,32,32,32,32,32,32,32,32,32,32,32,169.0266251,MISS,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,71,1,0,GIVE,0,0,HOME,99,-99,0,0,AWAYZONE,0,1,8,0,C,2025,L,J.T. Miller,8476468,32,32,35.6,41,32,32,32,32,2,3,50,50,32,32,32,32,32,32,32,32,32,32,8.972626615,8.972626615,0,0,0,19.23538406,0,0,0,1,0,0,0,0,TIP,0,5.828504315,HOME,NYR,968,0,32,29,4,-70,70,0.0827192,0.0907669,0.475476,0.287007,0.0245523,0.0394785,0.440565,-3,3
104,15,-77,77,-9,9,-3.6,0,0,0,5,PIT,0,20,16,16,22.66666667,22.66666667,20,2,3,36,17,17,36,36,36,15,15,15,15,15,15,158.533908,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,76,1,0,BLOCK,0,0,AWAY,81,-81,4,-4,AWAYZONE,1,1,14,0,R,2025,R,Taylor Raddysh,8479390,13,13,16.4,19.5,19.5,14.33333333,14.33333333,16.4,2,3,21,21,21,15,15,21,13,18,18,13,13,13,36.86989765,36.86989765,36.86989765,1.316782059,0,15,0,0,0,1,0,0,0,0,BACK,1,5.661925287,HOME,NYR,1050,-2,114,28,4,-77,77,0.136855,0.0591987,0.431185,0.304516,0.0177485,0.0504977,0.754187,-9,9
105,10,84,84,9,9,-20.4,0,0,0,5,PIT,0,42,48,48,38,38,42,2,3,48,48,48,48,48,48,18,48,48,18,18,18,19.84943324,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,84,0,0,FAC,0,0,AWAY,69,69,22,22,HOMEZONE,1,1,16,0,R,2025,R,Justin Brazeau,8479638,16,16,21.6,23,23,20.66666667,20.66666667,21.6,2,3,32,32,32,28,28,32,14,14,14,16,16,14,60.9453959,60.9453959,0,0,0,10.29563014,1,0,0,0,0,0,0,0,SNAP,1,0.413529859,AWAY,PIT,1156,-4,48,48,1,84,84,0.1419,0.0806589,0.429654,0.27809,0.0200646,0.0496325,0.836728,9,9
106,6.32455532,87,87,6,6,-20.4,0,0,0,5,PIT,0,43,49,49,39,39,43,2,3,49,49,49,49,49,49,19,49,49,19,19,19,4.242640687,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,85,0,0,SHOT,60.9453959,10.29563014,AWAY,84,84,9,9,HOMEZONE,1,1,16,16,R,2025,R,Justin Brazeau,8479638,17,17,22.6,24,24,21.66666667,21.66666667,22.6,2,3,33,33,33,29,29,33,15,15,15,17,17,15,71.56505118,71.56505118,10.61965528,10.61965528,0,6.32455532,0,0,0,1,0,0,1,0,WRIST,1,4.242640687,AWAY,PIT,1157,-4,49,1,2,87,87,0.346807,0.118374,0.267031,0.133569,0.0362613,0.0979575,0.934992,6,6
107,7.071067812,82,82,1,1,0,0,0,0,5,PIT,0,9.2,4,4,12.66666667,4,4,2,3,30,4,4,30,4,4,4,4,4,4,4,4,26.41968963,GOAL,20002,1,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,90,0,0,FAC,0,0,HOME,69,69,-22,-22,HOMEZONE,1,1,16,0,R,2025,R,Justin Brazeau,8479638,28,4,23.2,9,4,32.66666667,4,4,2,3,40,9,4,40,4,4,9,9,4,28,4,4,8.130102354,8.130102354,0,0,0,7.071067812,0,0,0,0,0,0,0,0,BACK,1,6.604922407,AWAY,PIT,1168,0,4,4,0,82,82,0.225602,0.241314,0.278491,0.12899,0.0182512,0.107351,0.956191,1,1
108,36,-70,70,-31,31,0,0,0,0,5,PIT,1,13,13,5,13,5,5,2,3,13,13,5,13,5,5,13,13,5,13,5,5,9.055385138,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,94,1,0,FAC,0,0,HOME,-69,69,-22,22,AWAYZONE,0,1,13,0,L,2025,L,Alexis Lafreniere,8482109,17,5,17.4,5,5,25.66666667,5,5,2,3,43,5,5,43,5,5,5,5,5,17,5,5,58.49573328,58.49573328,0,0,0,36.35931793,0,0,0,0,1,0,0,0,SNAP,1,1.811077028,HOME,NYR,1181,0,5,5,9,-70,70,0.190175,0.010833,0.440605,0.305847,0.0186443,0.033896,0.733997,-31,31
109,42,57,57,27,27,-11,0,0,0,5,PIT,1,31.4,47,47,21,21,31.4,2,3,47,47,47,47,47,47,7,47,47,7,7,7,82.20097323,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,102,1,0,HIT,0,0,HOME,8,8,-39,-39,AWAYZONE,1,2,93,0,C,2025,R,Mika Zibanejad,8476459,47,47,20.4,24,24,18,18,20.4,2,3,47,47,47,47,47,47,0,1,1,0,0,0,40.15599962,40.15599962,0,0,0,41.86884283,0,0,0,0,1,0,0,0,SNAP,1,16.44019465,HOME,NYR,1247,-7,47,5,6,57,57,0.235237,0.0265627,0.355998,0.327009,0.0267762,0.0284172,0.784558,27,27
110,29,68,68,20,20,-31.2,0,0,0,5,PIT,1,43.4,59,59,33,33,43.4,2,3,59,59,59,59,59,59,19,59,59,19,19,19,32.44996148,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,104,1,0,HIT,0,0,AWAY,41,41,38,38,AWAYZONE,0,2,13,0,L,2025,L,Alexis Lafreniere,8482109,6,6,12.2,12,12,12.33333333,12.33333333,12.2,2,3,19,13,13,19,19,19,6,11,11,6,6,6,43.60281897,43.60281897,0,0,0,29,0,0,0,1,0,0,0,0,WRIST,1,5.408326913,HOME,NYR,1259,-13,59,6,4,68,68,0.15635,0.037436,0.472911,0.26988,0.020886,0.0425369,0.716967,20,20
111,31,-71,71,-25,25,-10.2,0,0,0,5,PIT,1,33.2,33,33,33.33333333,33.33333333,33.2,2,3,40,34,34,40,40,40,27,32,32,27,27,27,80.15609771,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,107,0,0,HIT,0,0,HOME,9,-9,-20,20,HOMEZONE,0,2,71,0,C,2025,L,Evgeni Malkin,8471215,42,42,23,11.5,11.5,30.66666667,30.66666667,23,2,3,42,12,12,42,42,42,10,11,11,10,10,10,54.24611275,54.24611275,0,0,0,30.8058436,1,0,0,0,0,0,0,0,SNAP,1,6.16585367,AWAY,PIT,1280,-17,80,13,2,-71,71,0.17526,0.0302239,0.401292,0.337413,0.0223467,0.0334638,0.75985,-25,25
112,30,-71,71,24,24,-10.2,0,0,0,5,PIT,1,35.2,35,35,35.33333333,35.33333333,35.2,2,3,42,36,36,42,42,42,29,34,34,29,29,29,49,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,108,0,0,SHOT,54.24611275,30.8058436,AWAY,-71,71,-25,25,HOMEZONE,0,2,65,71,D,2025,R,Erik Karlsson,8474578,13,13,25,13.5,13.5,32.66666667,32.66666667,25,2,3,44,14,14,44,44,44,12,13,13,12,12,12,-53.13010235,53.13010235,107.3762151,53.68810755,1,30,0,0,0,0,1,0,1,0,WRIST,1,24.5,AWAY,PIT,1282,-17,82,2,10,-71,71,0.290947,0.145544,0.277356,0.202437,0.0371548,0.0465616,0.746784,24,-24
113,43,-55,55,26,26,-26.4,0,0,0,5,PIT,1,43.6,61,61,32,32,43.6,2,3,63,63,63,49,49,63,5,59,59,5,5,5,65.19202405,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,116,0,0,HIT,0,0,AWAY,-90,90,-29,29,HOMEZONE,0,2,46,0,C,2025,,Blake Lizotte,8481481,19,19,17.2,17.5,17.5,17,17,17.2,2,3,19,18,18,19,19,19,13,17,17,13,13,13,-37.40535663,37.40535663,0,0,0,42.80186912,0,1,0,0,0,0,0,0,WRIST,1,5.432668671,AWAY,PIT,1396,8,102,12,2,-55,55,0.187797,0.0156256,0.467737,0.267178,0.0203217,0.0413408,0.728482,26,-26
114,62,30,30,-19,19,0,0,0,0,5,PIT,1,33.8,45.5,26,26,26,26,2,3,46,46,26,26,26,26,26,45,26,26,26,26,107.1540946,MISS,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,119,1,0,FAC,0,0,HOME,-69,-69,22,22,AWAYZONE,0,2,17,0,D,2025,R,Will Borgen,8478840,26,26,27.4,26,26,28.33333333,26,26,2,3,33,26,26,33,26,26,26,26,26,26,26,26,-17.8503183,17.8503183,0,0,0,61.98386887,1,0,0,0,0,0,0,0,WRIST,0,4.121311333,HOME,NYR,1424,0,26,26,1,30,30,0.201568,0.0104264,0.421523,0.310942,0.018982,0.0365594,0.677056,-19,-19
115,7.280109889,87,87,7,7,0,0,0,0,5,PIT,1,34.8,46.5,27,27,27,27,2,3,47,47,27,27,27,27,27,46,27,27,27,27,62.64982043,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,120,1,0,MISS,-17.8503183,61.98386887,HOME,30,30,-19,-19,AWAYZONE,1,2,93,17,C,2025,R,Mika Zibanejad,8476459,34,27,28.4,27,27,29.33333333,27,27,2,3,34,27,27,34,27,27,27,27,27,27,27,27,74.0546041,74.0546041,91.9049224,91.9049224,1,7.280109889,0,0,0,0,1,0,1,0,WRIST,1,62.64982043,HOME,NYR,1425,0,27,1,6,87,87,0.168046,0.313521,0.248956,0.115898,0.03483,0.118748,0.908046,7,7
116,33,-56,56,0,0,0,0,0,0,5,PIT,1,34,41.5,29,29,29,29,2,3,42,42,29,29,29,29,29,41,29,29,29,29,37.57658846,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,130,0,0,GIVE,0,0,HOME,-72,72,-34,34,HOMEZONE,0,2,55,0,C,2025,R,Noel Acciari,8478569,29,29,29,29,29,29,29,29,2,3,29,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0,0,33,0,0,0,1,0,0,0,0,WRIST,1,37.57658846,AWAY,PIT,1577,0,29,1,4,-56,56,0.228793,0.0740267,0.356866,0.254898,0.0255343,0.0598815,0.760767,0,0
117,91,-3,3,-30,30,0,0,0,0,5,PIT,1,40,40,40,40,40,40,2,3,40,40,40,40,40,40,40,40,40,40,40,40,36.87817783,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,133,1,0,HIT,0,0,AWAY,-39,39,-38,38,Neu. Zone,1,2,39,0,C,2025,R,Sam Carrick,8475842,40,40,45,52.5,40,40,40,40,2,3,53,53,40,40,40,40,40,52,40,40,40,40,19.23067238,19.23067238,0,0,0,91.08238029,0,0,0,0,1,0,0,0,SLAP,1,36.87817783,HOME,NYR,1588,0,40,1,35,-3,3,0.0980844,0.00823441,0.344646,0.515092,0.0231737,0.0107689,0.792797,-30,30
118,31,-68,68,23,23,-4.8,0,0,0,5,PIT,1,41,41,41,41,41,41,2,3,43,43,43,42,42,43,39,39,39,40,40,39,146.9863939,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,135,0,0,BLOCK,0,0,HOME,75,-75,-11,11,HOMEZONE,0,2,65,0,D,2025,R,Erik Karlsson,8474578,31,31,36.2,31.5,31.5,39.33333333,39.33333333,36.2,2,3,41,32,32,41,41,41,31,31,31,38,38,31,-47.6025622,47.6025622,47.6025622,4.76025622,0,31.144823,0,0,0,1,0,0,0,0,WRIST,1,14.69863939,AWAY,PIT,1633,-8,85,10,2,-68,68,0.170396,0.0355149,0.393724,0.336626,0.0262264,0.0375127,0.736297,23,-23
119,43,-55,55,-27,27,0,0,0,0,5,PIT,1,10,10,10,10,10,10,2,3,10,10,10,10,10,10,10,10,10,10,10,10,143.0314651,SHOT,20002,0,8478048,Igor Shesterkin,0,0,0,5,NYR,0,0,148,0,0,GIVE,0,0,AWAY,88,-88,-30,30,HOMEZONE,0,2,46,0,C,2025,,Blake Lizotte,8481481,10,10,10,10,10,10,10,10,2,3,10,10,10,10,10,10,10,10,10,10,10,10,38.45370922,38.45370922,0,0,0,43.41658669,0,0,0,0,1,0,0,0,WRIST,1,28.60629301,AWAY,PIT,1750,0,10,5,32,-55,55,0.321144,0.021509,0.356678,0.24036,0.0283394,0.0319691,0.81336,-27,27
120,63,26,26,7,7,0.2,0,0,0,5,PIT,1,38.4,38.5,38.5,38.33333333,38.33333333,38.4,2,3,52,52,52,51,51,52,15,25,25,15,15,15,42.94182111,SHOT,20002,0,8481668,Arturs Silovs,0,0,0,5,NYR,0,0,158,1,0,BLOCK,0,0,HOME,64,64,-13,-13,AWAYZONE,0,2,18,0,D,2025,L,Urho Vaakanainen,8480001,44,44,38.6,44.5,44.5,34.66666667,34.66666667,38.6,2,3,45,45,45,37,37,45,32,44,44,32,32,32,6.340191746,6.340191746,0,0,0,63.38769597,0,0,0,0,1,0,0,0,WRIST,1,3.578485092,HOME,NYR,1910,17,79,12,12,26,26,0.178875,0.0161317,0.394296,0.36553,0.0179368,0.0272304,0.718703,7,7
